Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,waiting time,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2025-01-24,18:52:00,UBR100511,Completed,CUST1190,Uber Black,Berlin,Singapore,7.4,23.3,0,,0,,0,,20.27,9.12,,2.1,Credit Card
2025-06-28,07:26:00,UBR100048,Completed,CUST1225,Uber Comfort,Los Angeles,Manchester,10.3,12.9,0,,0,,0,,67.07,22.72,,2.2,Credit Card
2025-06-05,07:00:00,UBR100576,Completed,CUST1104,UberX,Paris,Dubai,4.5,10.1,0,,0,,0,,,7.66,2.9,4.8,Debit Card
2025-01-27,15:41:00,UBR100884,Completed,CUST1033,UberX,Vancouver,Seoul,,24.4,0,,0,,0,,71.47,20.92,1.5,4.8,Credit Card
2025-02-08,00:20:00,UBR100515,Completed,CUST1137,Uber Black,Rome,Chicago,17.9,17.6,0,,0,,0,,10.43,3.33,3.0,4.7,Credit Card
2025-02-10,16:29:00,UBR100717,Completed,CUST1131,UberXL,Houston,London,,25.0,0,,0,,0,,33.64,8.03,2.1,2.3,UPI
2025-04-08,19:03:00,UBR100723,Completed,CUST1036,UberX,Sydney,Toronto,13.2,7.7,0,,0,,0,,58.57,19.68,1.8,2.7,UPI
2025-02-18,01:40:00,UBR100480,Completed,CUST1001,Uber Comfort,Dubai,Melbourne,1.1,13.3,0,,0,,0,,18.74,5.95,3.7,1.9,Credit Card
2025-03-04,08:53:00,UBR100283,Cancelled by Customer,CUST1069,Uber Green,London,Phoenix,15.9,8.4,1,Driver taking too long,0,,0,,0.0,15.81,,,Wallet
2025-06-07,04:23:00,UBR100756,Completed,CUST1148,UberXL,Melbourne,Singapore,5.4,13.0,0,,0,,0,,89.19,22.63,1.1,2.6,PayPal
2025-06-09,23:20:00,UBR100865,Cancelled by Customer,CUST1206,Uber Comfort,Melbourne,Singapore,15.8,18.7,1,Found another ride,0,,0,,0.0,,,,Credit Card
2025-04-29,19:39:00,UBR100225,Completed,CUST1015,UberX,Madrid,Houston,9.9,24.5,0,,0,,0,,,14.64,1.5,1.1,Debit Card
2025-04-02,18:01:00,UBR100026,Completed,CUST1182,UberXL,Singapore,Berlin,1.4,24.2,0,,0,,0,,63.61,28.08,4.3,3.8,Wallet
2025-05-23,00:36:00,UBR100956,Cancelled by Driver,CUST1185,Uber Green,Chicago,Vancouver,9.3,22.6,0,,1,Customer unreachable,0,,0.0,29.42,,,Credit Card
2025-06-26,06:19:00,UBR100437,Incomplete,CUST1217,UberX,Sydney,Melbourne,14.6,22.0,0,,0,,1,Route issue,68.52,18.59,2.8,,PayPal
2025-03-02,02:02:00,UBR100602,Completed,CUST1092,Uber Comfort,Rome,Houston,4.9,23.3,0,,0,,0,,26.22,9.1,3.4,2.5,Cash
2025-03-15,21:14:00,UBR100364,Completed,CUST1038,UberXL,Toronto,Phoenix,2.4,12.7,0,,0,,0,,77.03,27.01,1.7,1.7,UPI
2025-01-26,17:28:00,UBR100229,Completed,CUST1137,Uber Black,Paris,Singapore,10.8,6.2,0,,0,,0,,18.26,7.82,4.2,,UPI
2025-01-05,00:28:00,UBR100037,Completed,CUST1164,Uber Black,Toronto,Birmingham,10.9,22.0,0,,0,,0,,94.54,28.98,4.5,1.9,Cash
2025-03-05,23:37:00,UBR100669,Completed,,Uber Green,Sydney,Phoenix,8.7,20.4,0,,0,,0,,53.05,24.46,4.4,3.6,PayPal
2025-05-02,06:27:00,UBR100623,Completed,CUST1240,UberXL,Chicago,Houston,12.0,10.5,0,,0,,0,,23.05,8.89,3.8,3.2,UPI
2025-06-19,19:18:00,UBR100374,Completed,CUST1049,Uber Comfort,Toronto,Rome,12.9,,0,,0,,0,,44.96,26.29,,2.6,Wallet
2025-05-19,07:35:00,UBR100469,Completed,CUST1007,UberX,Los Angeles,Manchester,10.4,7.2,0,,0,,0,,41.33,20.56,1.4,4.6,Wallet
2025-03-30,09:03:00,UBR100961,Completed,CUST1136,Uber Comfort,Rome,Los Angeles,12.4,3.7,0,,0,,0,,,6.02,1.5,3.7,PayPal
2025-02-28,15:08:00,UBR100895,Completed,CUST1102,UberX,Tokyo,Rome,8.5,9.6,0,,0,,0,,32.13,10.84,2.8,1.3,Credit Card
2025-01-26,12:23:00,UBR100741,Completed,CUST1045,Uber Comfort,Birmingham,Phoenix,1.2,18.3,0,,0,,0,,64.4,20.61,2.7,3.3,Wallet
2025-02-17,21:48:00,UBR100764,Cancelled by Customer,CUST1026,UberXL,Seoul,Berlin,17.0,14.7,1,Driver taking too long,0,,0,,0.0,28.1,,,Credit Card
2025-05-07,00:00:00,UBR100194,Completed,CUST1167,Uber Comfort,Manchester,Vancouver,13.4,22.4,0,,0,,0,,10.9,2.72,3.7,2.0,Wallet
2025-05-13,23:50:00,UBR100899,Completed,CUST1042,UberXL,Birmingham,New York,7.2,7.6,0,,0,,0,,56.9,22.63,4.1,2.9,Debit Card
2025-05-28,09:51:00,UBR100909,Cancelled by Customer,CUST1006,UberXL,,New York,12.5,24.5,1,Driver taking too long,0,,0,,0.0,11.06,,,Credit Card
2025-06-08,01:08:00,UBR100503,Completed,CUST1215,UberX,Manchester,Vancouver,3.3,15.0,0,,0,,0,,19.36,5.24,3.2,1.4,UPI
2025-01-17,16:23:00,UBR100049,Incomplete,CUST1068,UberXL,Tokyo,Dubai,11.6,10.6,0,,0,,1,Technical issue,61.5,16.73,1.8,,Debit Card
2025-05-22,23:19:00,UBR100874,Completed,CUST1151,Uber Black,Toronto,Dubai,9.5,13.0,0,,0,,0,,65.54,17.15,2.4,3.8,PayPal
2025-06-14,19:22:00,UBR100579,Cancelled by Customer,CUST1019,Uber Black,Houston,Singapore,12.0,11.4,1,Driver taking too long,0,,0,,0.0,17.53,,,UPI
2025-01-16,10:31:00,UBR100550,Completed,CUST1083,Uber Green,New York,Sydney,7.3,15.5,0,,0,,0,,89.02,,4.5,4.8,PayPal
2025-04-20,04:37:00,UBR100680,Completed,CUST1067,Uber Black,Singapore,Vancouver,13.6,9.9,0,,0,,0,,46.82,27.78,,3.4,Credit Card
2025-02-26,15:40:00,UBR100162,Completed,CUST1019,UberX,London,Paris,11.0,13.6,0,,0,,0,,8.11,2.18,3.6,1.3,Credit Card
2025-02-18,19:52:00,UBR100739,Incomplete,CUST1115,Uber Green,London,Tokyo,15.5,8.3,0,,0,,1,Emergency,79.76,20.95,4.5,,UPI
2025-05-19,07:15:00,UBR100152,Incomplete,CUST1142,Uber Black,Chicago,Singapore,12.2,7.1,0,,0,,1,Emergency,40.64,14.3,1.7,,Wallet
2025-03-14,10:11:00,UBR100718,Completed,CUST1222,UberX,Phoenix,Berlin,14.7,6.0,0,,0,,0,,37.75,10.33,4.1,4.2,Debit Card
2025-03-21,09:42:00,UBR100737,Completed,CUST1154,Uber Comfort,Vancouver,Phoenix,12.1,18.6,0,,0,,0,,23.56,6.45,3.3,2.4,Debit Card
2025-01-20,10:20:00,UBR100872,Completed,CUST1192,Uber Comfort,Singapore,Madrid,6.0,7.3,0,,0,,0,,,6.4,3.2,2.5,UPI
2025-04-10,11:24:00,UBR100111,Completed,CUST1135,Uber Green,Rome,Vancouver,14.4,17.5,0,,0,,0,,53.67,22.01,3.0,3.2,Credit Card
2025-06-02,00:32:00,UBR100226,Completed,CUST1054,UberXL,Sydney,Paris,4.8,17.1,0,,0,,0,,19.68,10.18,3.3,3.3,Wallet
2025-05-08,09:03:00,UBR100885,Incomplete,CUST1193,UberXL,London,Vancouver,15.4,9.5,0,,0,,1,Technical issue,78.8,29.94,2.4,,Wallet
2025-05-04,15:33:00,UBR100103,Cancelled by Customer,CUST1014,UberXL,Seoul,London,4.6,3.7,1,Driver requested cancellation,0,,0,,0.0,34.46,,,Cash
2025-01-10,07:48:00,UBR100421,Completed,CUST1211,Uber Comfort,Rome,Paris,2.4,12.6,0,,0,,0,,23.32,10.65,3.6,2.8,Wallet
2025-01-10,10:33:00,UBR100419,Cancelled by Driver,CUST1144,UberX,Vancouver,Berlin,14.5,20.9,0,,1,Wrong pickup location,0,,0.0,4.33,2.9,,UPI
2025-02-27,21:39:00,UBR100789,Incomplete,CUST1161,Uber Green,Dubai,Toronto,15.0,7.2,0,,0,,1,Emergency,106.56,34.95,3.8,,Debit Card
2025-04-15,05:37:00,UBR100586,Completed,CUST1066,UberXL,Sydney,New York,6.9,16.7,0,,0,,0,,18.61,4.02,1.2,1.7,Cash
2025-06-14,07:07:00,UBR100819,Incomplete,CUST1136,UberXL,Birmingham,Sydney,8.3,4.1,0,,0,,1,Emergency,30.3,15.07,1.4,,Cash
2025-05-28,16:09:00,UBR100672,Cancelled by Customer,CUST1028,UberX,London,Madrid,4.9,11.9,1,Change of plans,0,,0,,0.0,18.03,,,Wallet
2025-06-28,20:29:00,UBR100119,Completed,CUST1011,UberXL,New York,Houston,7.8,13.6,0,,0,,0,,76.96,32.76,3.7,1.1,Cash
2025-03-19,20:39:00,UBR100053,Completed,CUST1129,Uber Green,Sydney,Melbourne,2.1,6.3,0,,0,,0,,55.37,17.58,1.5,3.7,PayPal
2025-06-09,15:39:00,UBR100151,Completed,CUST1192,Uber Green,Sydney,Singapore,1.8,3.8,0,,0,,0,,38.55,18.72,4.0,3.6,Debit Card
2025-05-26,15:01:00,UBR100403,Completed,CUST1044,UberX,Paris,New York,1.7,9.0,0,,0,,0,,37.5,19.69,4.8,4.8,Credit Card
2025-03-23,00:12:00,UBR100994,Completed,CUST1023,Uber Comfort,Birmingham,Dubai,14.5,9.0,0,,0,,0,,123.6,33.45,3.5,4.3,Credit Card
2025-02-23,19:23:00,UBR100207,Completed,CUST1245,Uber Green,Houston,Seoul,,15.1,0,,0,,0,,65.13,21.24,1.2,3.7,Cash
2025-06-14,11:45:00,UBR100658,Completed,CUST1233,Uber Green,Paris,Madrid,12.2,22.4,0,,0,,0,,64.85,27.91,2.6,2.2,Credit Card
2025-05-17,11:44:00,UBR100888,Completed,CUST1076,UberXL,Seoul,Houston,7.9,7.6,0,,0,,0,,37.5,17.22,3.6,4.5,PayPal
2025-01-11,17:58:00,UBR100801,Completed,CUST1001,UberX,New York,Phoenix,1.9,11.4,0,,0,,0,,74.52,29.08,2.3,3.9,Cash
2025-05-04,14:23:00,UBR100008,Completed,CUST1230,UberX,Vancouver,Manchester,6.3,14.2,0,,0,,0,,48.26,25.22,4.6,2.0,Wallet
2025-04-07,07:43:00,UBR100848,Cancelled by Driver,CUST1038,Uber Black,Singapore,London,2.2,21.1,0,,1,Too far from pickup,0,,0.0,26.69,3.0,,PayPal
2025-03-16,10:57:00,UBR100036,Completed,CUST1238,Uber Comfort,Manchester,Sydney,12.7,21.4,0,,0,,0,,61.09,16.12,,4.4,PayPal
2025-05-20,10:17:00,UBR100452,Cancelled by Driver,CUST1132,Uber Comfort,London,Houston,4.3,9.8,0,,1,Vehicle issue,0,,0.0,13.15,4.9,,Credit Card
2025-03-06,13:16:00,UBR100651,Completed,CUST1047,Uber Green,Tokyo,Toronto,6.7,3.6,0,,0,,0,,61.06,18.23,2.4,4.2,Debit Card
2025-02-16,07:31:00,UBR100253,Completed,CUST1032,Uber Green,Singapore,,14.3,19.1,0,,0,,0,,44.15,24.1,1.5,4.1,PayPal
2025-05-07,23:49:00,UBR100303,Completed,CUST1131,Uber Green,Seoul,Paris,11.6,16.2,0,,0,,0,,54.72,18.78,1.2,2.5,Cash
2025-01-08,04:41:00,UBR100785,Completed,CUST1139,Uber Black,Berlin,Dubai,12.1,23.3,0,,0,,0,,55.13,30.37,1.2,1.1,Debit Card
2025-04-04,21:41:00,UBR100571,Cancelled by Customer,CUST1069,UberXL,Chicago,Berlin,14.8,7.3,1,Found another ride,0,,0,,0.0,18.79,,,Credit Card
2025-05-02,06:27:00,UBR100623,Completed,CUST1240,UberXL,Chicago,Houston,12.0,10.5,0,,0,,0,,23.05,8.89,3.8,3.2,UPI
2025-03-18,12:48:00,UBR100643,Completed,CUST1214,Uber Black,Singapore,Houston,3.9,15.8,0,,0,,0,,102.66,26.53,3.2,4.0,PayPal
2025-04-29,10:54:00,UBR100966,Cancelled by Driver,CUST1080,Uber Green,Houston,Los Angeles,15.6,8.0,0,,1,Personal emergency,0,,0.0,2.58,1.9,,Debit Card
2025-06-23,06:26:00,UBR100262,Cancelled by Driver,CUST1201,UberX,Melbourne,Berlin,5.3,24.7,0,,1,Personal emergency,0,,0.0,17.88,2.2,,PayPal
2025-02-02,00:37:00,UBR100610,Completed,CUST1024,UberXL,Singapore,Dubai,2.8,22.4,0,,0,,0,,18.27,4.4,3.1,4.3,Cash
2025-01-22,00:30:00,UBR100297,Completed,CUST1118,Uber Black,Houston,Tokyo,10.6,20.7,0,,0,,0,,60.49,30.43,,3.3,PayPal
2025-04-18,21:49:00,UBR100414,Incomplete,CUST1048,Uber Comfort,Toronto,Chicago,17.4,14.8,0,,0,,1,Emergency,46.43,14.58,3.5,,PayPal
2025-01-21,21:47:00,UBR100150,Cancelled by Customer,CUST1202,UberXL,Paris,New York,7.6,12.9,1,Driver requested cancellation,0,,0,,0.0,10.64,,,Cash
2025-02-01,11:45:00,UBR100827,Cancelled by Customer,CUST1204,UberX,Toronto,Birmingham,8.1,,1,Change of plans,0,,0,,0.0,18.67,,,Credit Card
2025-05-08,20:52:00,UBR100640,Completed,CUST1060,UberX,Toronto,Berlin,9.7,7.4,0,,0,,0,,35.2,12.44,2.3,3.4,Credit Card
2025-01-16,04:58:00,UBR100935,Completed,CUST1171,UberXL,Paris,Toronto,5.1,16.7,0,,0,,0,,97.07,27.63,1.7,4.0,Credit Card
2025-01-16,10:31:00,UBR100550,Completed,CUST1083,Uber Green,New York,Sydney,7.3,15.5,0,,0,,0,,89.02,,4.5,4.8,PayPal
2025-02-01,16:37:00,UBR100830,Completed,CUST1194,UberXL,Paris,Melbourne,16.5,16.9,0,,0,,0,,58.95,15.1,3.3,2.5,Cash
2025-02-12,03:07:00,UBR100488,Completed,CUST1185,UberX,Chicago,Vancouver,16.1,12.0,0,,0,,0,,82.76,22.66,3.4,3.5,Credit Card
2025-04-01,02:51:00,UBR100710,Completed,CUST1100,Uber Green,Toronto,Vancouver,1.3,23.6,0,,0,,0,,38.27,15.38,1.3,4.2,Cash
2025-03-27,08:29:00,UBR100147,Completed,CUST1182,UberXL,Chicago,Birmingham,3.3,,0,,0,,0,,37.33,,4.2,3.3,Credit Card
2025-02-21,06:59:00,UBR100146,Incomplete,CUST1123,UberXL,Houston,Phoenix,3.2,22.5,0,,0,,1,Vehicle breakdown,22.19,9.06,2.8,,Wallet
2025-06-25,21:31:00,UBR100759,Completed,CUST1150,UberX,Phoenix,Rome,4.5,10.4,0,,0,,0,,47.92,,2.9,2.3,Cash
2025-05-17,16:22:00,UBR100980,Completed,CUST1102,Uber Green,Rome,Phoenix,8.9,23.4,0,,0,,0,,103.22,27.3,4.6,,UPI
2025-03-08,05:03:00,UBR100778,Incomplete,CUST1203,Uber Comfort,New York,Dubai,1.4,,0,,0,,1,Vehicle breakdown,38.66,22.49,2.0,,Debit Card
2025-03-09,10:38:00,UBR100659,Completed,CUST1200,UberXL,Rome,London,15.3,3.7,0,,0,,0,,22.37,7.38,4.8,4.6,Credit Card
2025-04-09,03:12:00,UBR100348,Incomplete,CUST1126,UberXL,Manchester,Melbourne,9.1,10.0,0,,0,,1,Route issue,71.31,19.18,3.0,,UPI
2025-02-14,10:59:00,UBR100463,Completed,CUST1023,Uber Green,Toronto,Paris,2.3,5.5,0,,0,,0,,84.02,31.98,1.2,2.0,Credit Card
2025-04-27,12:12:00,UBR100325,Completed,CUST1166,Uber Comfort,Melbourne,Chicago,8.5,22.7,0,,0,,0,,22.93,11.84,3.6,1.0,Credit Card
2025-01-30,04:24:00,UBR100186,Cancelled by Driver,CUST1063,UberX,Paris,Seoul,9.0,9.6,0,,1,Too far from pickup,0,,0.0,19.48,3.4,,Debit Card
2025-01-13,09:44:00,UBR100123,Completed,CUST1244,Uber Green,Singapore,London,5.9,5.4,0,,0,,0,,119.39,30.49,3.6,4.1,UPI
2025-02-01,01:21:00,UBR100898,Completed,CUST1077,UberXL,Vancouver,Sydney,4.9,14.2,0,,0,,0,,15.92,7.81,,3.8,Credit Card
2025-03-03,22:40:00,UBR100608,Completed,CUST1163,UberXL,New York,Rome,,12.8,0,,0,,0,,75.04,31.75,2.0,1.8,PayPal
2025-05-29,16:33:00,UBR100143,Incomplete,CUST1195,UberX,Seoul,Chicago,5.0,4.8,0,,0,,1,Vehicle breakdown,46.22,23.72,4.1,,UPI
2025-05-04,07:14:00,UBR100751,Cancelled by Customer,CUST1171,UberXL,Toronto,Madrid,9.7,13.1,1,Change of plans,0,,0,,0.0,19.91,,,Wallet
2025-06-13,07:52:00,UBR100976,Cancelled by Driver,CUST1113,Uber Black,Birmingham,Rome,5.3,11.4,0,,1,Customer unreachable,0,,0.0,4.59,3.0,,Credit Card
2025-02-20,19:01:00,UBR100197,Completed,CUST1200,UberX,Paris,Madrid,3.6,6.8,0,,0,,0,,36.4,21.27,3.6,4.0,Wallet
2025-04-01,14:41:00,UBR100609,Completed,CUST1243,UberXL,London,Vancouver,6.5,,0,,0,,0,,48.4,26.38,3.6,1.1,Credit Card
2025-05-24,12:06:00,UBR100279,Completed,CUST1222,Uber Black,Manchester,Berlin,8.4,20.0,0,,0,,0,,30.87,14.41,4.4,3.2,PayPal
2025-06-25,02:34:00,UBR100293,Completed,CUST1180,UberX,Seoul,Melbourne,18.0,3.7,0,,0,,0,,60.71,21.37,4.6,3.5,Cash
2025-06-21,18:57:00,UBR100400,Cancelled by Driver,CUST1124,UberX,Sydney,Vancouver,15.0,15.0,0,,1,Personal emergency,0,,0.0,,1.3,,Debit Card
2025-05-22,17:56:00,UBR100122,Cancelled by Customer,CUST1047,Uber Green,Rome,Birmingham,10.8,10.7,1,Found another ride,0,,0,,0.0,24.07,,,Credit Card
2025-06-30,22:05:00,UBR100183,Completed,CUST1243,Uber Comfort,Sydney,London,15.8,19.9,0,,0,,0,,15.46,3.52,4.2,3.7,Credit Card
2025-06-03,19:38:00,UBR100202,Incomplete,CUST1173,Uber Black,Dubai,Toronto,7.6,6.5,0,,0,,1,Route issue,38.76,19.18,1.1,,Debit Card
2025-05-04,13:36:00,UBR100438,Cancelled by Customer,CUST1075,Uber Green,Rome,Houston,8.1,22.3,1,Driver taking too long,0,,0,,0.0,4.01,,,Credit Card
2025-01-17,07:15:00,UBR100246,Cancelled by Customer,CUST1110,UberX,Berlin,Los Angeles,3.2,15.3,1,Driver taking too long,0,,0,,,10.29,,,Cash
2025-03-07,12:25:00,UBR100415,Completed,CUST1200,Uber Green,Los Angeles,Toronto,12.3,21.5,0,,0,,0,,16.26,8.16,3.2,,Debit Card
2025-04-20,18:57:00,UBR100946,Completed,CUST1050,Uber Comfort,Toronto,Chicago,16.2,16.9,0,,0,,0,,97.66,28.81,1.9,1.2,UPI
2025-04-02,03:04:00,UBR100889,Cancelled by Customer,CUST1215,Uber Comfort,Melbourne,Sydney,15.9,6.0,1,Wrong pickup location,0,,0,,0.0,32.65,,,Cash
2025-02-18,09:50:00,UBR100952,Completed,,Uber Black,Rome,Paris,14.6,5.9,0,,0,,0,,76.97,30.36,1.4,4.7,PayPal
2025-03-29,17:20:00,UBR100807,Completed,CUST1039,UberXL,London,Vancouver,,14.2,0,,0,,0,,98.11,28.34,1.6,,Debit Card
2025-03-17,11:37:00,UBR100933,Completed,CUST1077,UberX,Tokyo,Seoul,14.2,9.3,0,,0,,0,,91.66,25.62,2.3,3.7,PayPal
2025-04-04,21:26:00,UBR100129,Completed,CUST1094,Uber Comfort,Houston,Tokyo,4.1,14.6,0,,0,,0,,120.08,34.21,3.8,1.4,Credit Card
2025-05-26,14:52:00,UBR100637,Completed,CUST1184,UberX,Birmingham,Seoul,4.6,9.9,0,,0,,0,,78.48,20.81,1.7,4.6,PayPal
2025-03-19,17:19:00,UBR100402,Completed,CUST1070,Uber Black,Manchester,Toronto,12.9,7.3,0,,0,,0,,37.52,13.94,2.8,4.3,PayPal
2025-06-21,17:19:00,UBR100823,Incomplete,CUST1192,UberXL,Berlin,Dubai,8.0,22.7,0,,0,,1,Emergency,76.53,27.96,1.7,,Credit Card
2025-05-11,20:56:00,UBR100809,Completed,CUST1215,UberX,Chicago,Los Angeles,13.7,4.0,0,,0,,0,,55.58,14.73,,3.8,Wallet
2025-01-26,09:00:00,UBR100735,Completed,CUST1018,Uber Green,Birmingham,Sydney,3.0,7.1,0,,0,,0,,24.98,6.04,1.5,2.4,Cash
2025-03-05,12:10:00,UBR100959,Completed,CUST1085,Uber Black,New York,Melbourne,6.1,24.1,0,,0,,0,,48.4,12.43,3.5,3.2,Debit Card
2025-05-21,18:26:00,UBR100219,Completed,CUST1176,Uber Comfort,Paris,Los Angeles,12.5,5.6,0,,0,,0,,102.97,27.87,1.2,3.3,UPI
2025-04-05,19:08:00,UBR100641,Cancelled by Customer,CUST1040,Uber Black,Madrid,Vancouver,15.4,19.0,1,Driver taking too long,0,,0,,0.0,26.66,,,Wallet
2025-03-30,09:03:00,UBR100961,Completed,CUST1136,Uber Comfort,Rome,Los Angeles,12.4,3.7,0,,0,,0,,,6.02,1.5,3.7,PayPal
2025-01-13,11:03:00,UBR100932,Completed,CUST1171,UberX,Berlin,New York,10.0,19.6,0,,0,,0,,48.56,15.86,2.8,4.0,UPI
2025-01-17,09:20:00,UBR100846,Incomplete,CUST1227,UberX,Rome,Paris,10.0,16.4,0,,0,,1,Technical issue,44.37,14.14,3.0,,Cash
2025-01-31,02:41:00,UBR100966,Completed,CUST1049,UberX,Phoenix,Singapore,7.3,10.4,0,,0,,0,,71.07,25.15,2.0,3.3,Cash
2025-02-07,09:59:00,UBR100624,Completed,CUST1010,UberX,Phoenix,Rome,2.6,9.4,0,,0,,0,,84.15,31.37,4.9,4.8,PayPal
2025-02-07,09:31:00,UBR100882,Completed,CUST1037,UberXL,Singapore,Chicago,1.9,16.1,0,,0,,0,,16.79,3.6,2.7,2.3,Debit Card
2025-04-16,14:03:00,UBR100799,Completed,,Uber Black,Rome,Tokyo,3.0,23.8,0,,0,,0,,39.69,14.52,3.9,3.5,Credit Card
2025-06-23,19:35:00,UBR100386,Incomplete,CUST1074,UberXL,London,Tokyo,5.1,9.7,0,,0,,1,Emergency,23.95,12.29,1.3,,Debit Card
2025-04-25,17:18:00,UBR100054,Completed,,UberX,Madrid,Melbourne,13.5,7.0,0,,0,,0,,,30.51,3.3,4.4,PayPal
2025-01-27,06:43:00,UBR100509,Completed,CUST1152,UberXL,Madrid,Houston,2.3,17.6,0,,0,,0,,23.65,7.43,2.0,3.0,Cash
2025-02-05,10:21:00,UBR100267,Completed,CUST1233,UberX,Seoul,Toronto,9.6,23.7,0,,0,,0,,122.46,32.09,4.5,1.4,Cash
2025-02-28,13:35:00,UBR100096,Cancelled by Driver,CUST1168,Uber Green,Toronto,New York,15.2,18.3,0,,1,Personal emergency,0,,0.0,30.54,3.7,,Debit Card
2025-03-19,01:24:00,UBR100441,Completed,CUST1029,Uber Green,London,Seoul,2.3,4.0,0,,0,,0,,24.08,5.41,1.1,,UPI
2025-04-01,00:28:00,UBR100496,Completed,,Uber Comfort,Phoenix,Chicago,2.3,10.3,0,,0,,0,,87.65,25.45,2.0,5.0,Debit Card
2025-02-04,07:24:00,UBR100112,Incomplete,CUST1092,UberX,Tokyo,Phoenix,15.3,6.8,0,,0,,1,Vehicle breakdown,34.16,17.87,4.8,,Credit Card
2025-05-23,14:58:00,UBR100691,Completed,CUST1036,Uber Green,Singapore,Tokyo,,23.1,0,,0,,0,,69.83,25.89,4.2,4.7,UPI
2025-01-06,18:36:00,UBR100232,Completed,CUST1007,Uber Comfort,Singapore,Vancouver,16.3,17.8,0,,0,,0,,29.34,15.83,1.5,5.0,Credit Card
2025-01-04,17:08:00,UBR100914,Completed,CUST1040,Uber Comfort,Tokyo,Sydney,12.0,23.4,0,,0,,0,,87.96,27.9,1.6,1.7,Wallet
2025-04-01,02:46:00,UBR100607,Cancelled by Customer,CUST1190,UberXL,Sydney,Los Angeles,3.9,10.1,1,Found another ride,0,,0,,0.0,19.18,,,Cash
2025-03-19,12:51:00,UBR100671,Cancelled by Driver,CUST1240,Uber Green,Seoul,Melbourne,7.8,14.5,0,,1,Customer unreachable,0,,0.0,24.64,2.6,,Credit Card
2025-06-20,15:18:00,UBR100373,Completed,CUST1095,Uber Green,Birmingham,Berlin,11.1,15.7,0,,0,,0,,44.15,13.21,1.6,2.9,Debit Card
2025-01-01,09:20:00,UBR100663,Cancelled by Driver,CUST1095,UberX,Sydney,Dubai,12.6,5.7,0,,1,Personal emergency,0,,0.0,19.37,1.5,,UPI
2025-03-09,20:02:00,UBR100887,Completed,CUST1100,Uber Black,Dubai,London,11.9,13.9,0,,0,,0,,84.52,30.87,1.1,2.3,PayPal
2025-03-05,18:33:00,UBR100233,Incomplete,CUST1189,UberX,Madrid,Toronto,4.7,13.1,0,,0,,1,Technical issue,130.37,33.36,4.7,,PayPal
2025-03-05,17:35:00,UBR100824,Completed,CUST1079,Uber Black,Houston,Sydney,,12.0,0,,0,,0,,68.81,27.88,4.3,3.7,UPI
2025-03-28,22:57:00,UBR100676,Completed,CUST1074,UberXL,Paris,Los Angeles,13.2,4.5,0,,0,,0,,35.59,12.47,2.3,2.1,Credit Card
2025-01-02,05:59:00,UBR100317,Completed,CUST1187,Uber Black,Phoenix,Vancouver,12.2,14.7,0,,0,,0,,35.51,8.85,1.4,1.7,Debit Card
2025-05-10,05:35:00,UBR100648,Completed,CUST1094,Uber Green,Madrid,Birmingham,16.5,7.6,0,,0,,0,,84.24,33.63,3.7,1.3,UPI
2025-05-12,22:41:00,UBR100410,Completed,CUST1147,Uber Black,Phoenix,Vancouver,1.9,9.9,0,,0,,0,,48.75,13.78,3.0,1.9,Debit Card
2025-06-09,08:26:00,UBR100944,Completed,CUST1248,Uber Green,Dubai,Manchester,,21.1,0,,0,,0,,56.0,33.39,3.2,2.4,PayPal
2025-05-28,03:51:00,UBR100709,Incomplete,CUST1186,Uber Green,Sydney,Dubai,12.5,14.5,0,,0,,1,Vehicle breakdown,7.19,1.96,4.1,,Wallet
2025-03-19,06:16:00,UBR100358,Completed,CUST1145,Uber Comfort,Tokyo,Houston,6.0,6.2,0,,0,,0,,14.87,3.88,1.6,2.7,UPI
2025-01-22,14:27:00,UBR100258,Completed,CUST1097,UberX,Berlin,Melbourne,1.9,16.8,0,,0,,0,,53.92,32.94,2.5,4.7,Cash
2025-03-19,11:12:00,UBR100744,Completed,CUST1086,Uber Green,Los Angeles,Toronto,17.0,11.0,0,,0,,0,,17.29,5.93,4.7,4.1,UPI
2025-03-10,19:03:00,UBR100627,Cancelled by Customer,CUST1066,Uber Green,Seoul,Los Angeles,14.7,5.4,1,Wrong pickup location,0,,0,,0.0,17.98,,,PayPal
2025-01-20,08:09:00,UBR100632,Completed,CUST1220,UberX,Phoenix,Berlin,14.3,8.6,0,,0,,0,,104.77,30.77,4.3,3.8,Debit Card
2025-06-05,23:21:00,UBR100282,Completed,CUST1109,Uber Green,London,Chicago,12.1,21.1,0,,0,,0,,29.8,12.17,1.3,4.1,UPI
2025-04-27,22:58:00,UBR100376,Completed,CUST1224,Uber Black,London,Manchester,11.6,15.1,0,,0,,0,,80.86,20.97,2.6,3.1,PayPal
2025-02-04,03:02:00,UBR100384,Cancelled by Driver,CUST1013,UberX,Tokyo,Sydney,12.2,17.1,0,,1,Vehicle issue,0,,0.0,13.71,1.1,,Cash
